age,emp_exp_years,annual_income,additional_income,loan_amount,loan_term_months,existing_debt,monthly_emi,credit_score,previous_defaults,emp_type_salaried,emp_type_self,loan_purpose_education,loan_purpose_home,loan_purpose_other,loan_purpose_personal,loan_purpose_vehicle,repayment_status,defaulted_within_12_months
1.3575002439597543,0.3589183068177902,-0.169605584,0.11016197689424623,1.5805555861882343,0.8099713668080862,0.27214750089212725,-0.164697119,-1.565331623,-0.704280464,1,0,0,0,0,0,0,0,1
1.2070680360741433,-0.09598449,0.9822077560498829,1.1125703480370932,-1.758999243,1.8461820706137402,0.016709124983730245,-0.921893446,-0.102893003,-0.704280464,1,0,0,0,0,1,0,0,1
-1.19984729,-1.096770644,0.5828944956464188,-0.692234823,1.2169347711737513,-0.571642905,-1.077292167,0.3547437534959255,1.4349888795560468,-0.704280464,1,0,0,1,0,0,0,3,0
-1.275063394,-0.732848406,-0.516566623,-0.692234823,-1.563042488,0.8099713668080862,-1.077292167,-1.088541436,-1.280968558,2.1298461519384597,1,0,0,0,0,1,0,0,1
-0.372470147,-0.18696505,-0.712030012,0.7207087230766746,1.548045422,-0.571642905,-1.077292167,0.5170463941887408,-1.327395181,0.7127828439288392,1,0,0,0,1,0,0,1,1
-0.898982874,-0.823828965,-0.336325652,-0.692234823,-1.512647872,-0.917046473,-1.077292167,-0.90035728,0.6283263072331183,-0.704280464,1,0,0,1,0,0,0,2,0
1.0566358281885322,0.6318599850062238,-0.382420642,-0.692234823,0.18001912179340374,0.8099713668080862,-0.610753759,-0.631269565,-0.288599494,0.7127828439288392,0,1,0,0,0,0,1,1,1
0.37969089270328243,-0.09598449,0.60279529,0.31462429489983645,0.7475457324351092,-0.226239337,-1.077292167,-0.193742355,-1.101065395,-0.704280464,0,1,0,1,0,0,0,1,1
1.2070680360741433,0.995782223,1.3023031155265987,-0.692234823,0.9652967119830916,1.8461820706137402,-0.689190721,-0.659114111,1.4349888795560468,-0.704280464,1,0,0,1,0,0,0,3,0
-0.071605731,-0.005003931,-0.741686993,-0.692234823,-0.478936312,0.11916423093765023,-0.714654323,-0.674723067,0.018976882097093247,0.7127828439288392,1,0,0,0,0,1,0,1,0
-0.974198978,-1.005790084,-1.781093473,-0.692234823,0.6432993622035277,-1.262450041,-1.077292167,2.5186709642642366,0.071206833,-0.704280464,1,0,0,1,0,0,0,1,1
-1.275063394,-0.550887287,-1.328352358,-0.692234823,0.8630485912241991,1.8461820706137402,0.43903744599688826,-0.45387255,1.5104321417157451,-0.704280464,1,0,0,0,0,1,0,3,0
1.2070680360741433,-0.005003931,-0.458111282,-0.692234823,0.1967630742714535,0.8099713668080862,1.7661871409978318,-0.163687016,1.3189223223872801,-0.704280464,1,0,0,0,1,0,0,3,0
-0.598118459,-1.187751203,-0.267071515,-0.692234823,-1.755550421,-1.262450041,-0.331423682,-0.863326511,-1.350608492,2.1298461519384597,1,0,0,0,1,0,0,0,1
0.755771412,1.6326461383638138,-0.371799546,-0.692234823,1.0540786271694926,0.11916423093765023,0.4318162464490861,-1.22E-05,0.6631462743837483,-0.704280464,1,0,0,0,0,0,1,3,0
1.5079324518453652,1.2687239007792355,0.9266868188762895,-0.692234823,-1.5214511,0.8099713668080862,-1.077292167,-1.07979356,-1.170705329,-0.704280464,1,0,0,0,1,0,0,0,1
-0.522902355,0.3589183068177902,1.1741045702293214,0.5722561741261044,-0.403413887,-0.226239337,-1.077292167,-0.616880357,-1.30418187,0.7127828439288392,1,0,0,0,0,1,0,0,1
-1.19984729,-0.459906728,-1.687525928,-0.692234823,-0.613522335,-0.917046473,-0.378944604,-0.102947406,0.6283263072331183,-0.704280464,1,0,0,0,0,0,1,1,0
0.15404258087486586,-0.09598449,-0.03563573,-0.692234823,0.4758871618807422,-0.571642905,1.237279760818186,0.4433850853256911,1.5510554367248135,-0.704280464,1,0,0,0,0,0,1,3,0
-0.974198978,-0.914809525,-1.399120874,-0.692234823,0.9103317832652364,-1.262450041,-0.890638625,2.947793352455809,1.7193519446195251,-0.704280464,1,0,0,0,1,0,0,3,0
-0.898982874,-0.459906728,-1.256465749,-0.692234823,-1.44994537,0.11916423093765023,-0.311836067,-0.881660839,0.6457362908084333,-0.704280464,1,0,0,1,0,0,0,3,0
-0.522902355,-1.096770644,-1.244117979,-0.692234823,1.117009229320392,0.11916423093765023,-0.231889841,-0.111085409,-0.538142592,-0.704280464,1,0,0,0,0,0,0,1,1
0.22925868481767137,0.6318599850062238,0.19385793961131806,-0.692234823,-1.42990585,-1.262450041,0.7133654777236377,-0.180477601,-1.159098673,-0.704280464,1,0,0,0,0,0,1,0,1
-1.049415082,-1.096770644,-0.173610904,0.4253924004391894,0.39205572561984364,1.8461820706137402,-1.077292167,-0.819167843,1.388562257,-0.704280464,0,0,0,0,0,0,0,3,0
-0.222037939,-0.914809525,-0.899106918,0.13607207211864936,0.9652860198039869,-0.917046473,-0.388695162,1.0560222841362297,0.28592996358525663,-0.704280464,0,0,1,0,0,0,0,2,1
0.755771412,-0.914809525,-1.176082579,-0.692234823,-0.412707767,-1.262450041,-0.638311241,1.0514482313219653,-0.195746249,-0.704280464,1,0,0,1,0,0,0,1,1
0.9814197242457267,-0.823828965,-0.801732196,-0.692234823,0.048391269,0.11916423093765023,-0.648864154,-0.506798153,-1.507298345,0.7127828439288392,1,0,0,0,0,0,0,0,1
0.003610373,-0.550887287,-1.106858321,1.8439075423467262,1.3013233887679976,0.8099713668080862,-1.077292167,-0.48680573,-0.346632773,0.7127828439288392,1,0,0,0,0,1,0,0,1
0.3044747887604769,0.9048016631946574,0.4061666317863732,-0.692234823,0.26015106408405625,1.8461820706137402,-1.077292167,-0.83856945,-0.276992839,-0.704280464,1,0,0,0,1,0,0,0,1
0.15404258087486586,1.2687239007792355,1.3197176869382674,2.1515749603557768,-0.049063192,-0.571642905,1.016867632860983,0.1430222838556619,-0.607782527,0.7127828439288392,0,1,0,0,0,1,0,0,1
-0.372470147,0.26793774742164567,0.8513374248732098,-0.692234823,0.8805362441599798,-0.571642905,-0.230484974,0.3551630416705664,-0.694832444,0.7127828439288392,1,0,0,1,0,0,0,0,1
-1.19984729,-0.732848406,0.28409164988778063,-0.692234823,0.7569964307438141,-1.262450041,-1.077292167,2.6858716531789932,-0.62519251,0.7127828439288392,1,0,0,0,0,0,1,0,1
0.8309875163601156,1.9055878165522473,-0.485258451,-0.075376504,1.518458974007506,-0.571642905,1.6048063059983126,1.0261765895231545,-1.014015477,2.1298461519384597,0,0,0,0,0,0,0,0,1
1.5079324518453652,1.0867627819869465,0.16521998042964045,-0.692234823,-0.835458708,-0.226239337,-1.077292167,-0.775714341,-0.718045756,0.7127828439288392,1,0,0,0,1,0,0,0,1
-1.651143914,-1.096770644,1.0505954101541493,-0.692234823,1.2315628602089594,0.8099713668080862,0.3354441037851093,-0.225646373,-0.485912642,-0.704280464,1,0,1,0,0,0,0,0,1
1.5079324518453652,1.7236266977599581,0.42597307272279783,0.8653960922928291,1.5611029483369794,-0.571642905,-1.077292167,0.523450068,-0.880538936,-0.704280464,1,0,0,0,0,1,0,0,1
1.2822841400169487,-0.823828965,1.2189729602887154,-0.692234823,1.3466867406497807,0.11916423093765023,-1.077292167,-0.208588968,0.5296697336396666,-0.704280464,0,1,0,0,0,1,0,2,0
1.6583646597309762,-0.641867847,1.0193186889326684,2.4805167320665107,0.5234317182998959,-1.262450041,1.605811487430617,2.8662418024881533,-1.03142546,0.7127828439288392,1,0,0,0,0,0,0,0,1
0.9814197242457267,1.35970446,1.5445565673929122,-0.692234823,0.938618537,-0.226239337,-1.077292167,-0.123511585,1.0693792244744318,-0.704280464,1,0,0,0,0,1,0,3,0
1.3575002439597543,1.8146072571561027,1.4114453328153338,-0.692234823,-0.423085121,-0.226239337,-1.077292167,-0.624122607,-0.358239429,-0.704280464,1,0,0,1,0,0,0,1,1
-1.275063394,-0.914809525,0.7415630369408511,-0.692234823,-0.725272239,-1.262450041,0.6496184819633618,0.8432716526127566,1.0171492737484866,-0.704280464,1,0,0,0,0,0,1,3,0
0.3044747887604769,0.995782223,-1.65603691,-0.692234823,1.0772355110705958,-0.226239337,0.052701779,0.14805374195135276,0.018976882097093247,0.7127828439288392,1,0,0,0,0,0,1,0,1
0.9062036203029211,1.9055878165522473,-0.33023354,-0.692234823,-0.431367996,-0.226239337,0.00382073,-0.416079438,0.6515396186668717,-0.704280464,0,1,0,0,0,0,1,2,0
-1.049415082,-0.459906728,-1.606999654,-0.692234823,1.1579709674707168,0.11916423093765023,0.9628115405830736,0.13421723218820292,0.7908194872693917,-0.704280464,0,0,0,0,1,0,0,3,0
-0.82376677,-0.641867847,0.37429076376086085,1.3901598562602344,-0.109645078,1.8461820706137402,1.5544786314960135,-0.379124903,0.7501961922603233,-0.704280464,1,0,0,0,0,0,1,2,0
0.605339205,-0.914809525,0.5234075525941702,-0.083113622,1.4562578160755315,-1.262450041,-1.077292167,3.714156842932417,-0.567159232,0.7127828439288392,1,0,0,1,0,0,0,1,1
-1.049415082,-1.096770644,-0.347212511,-0.692234823,-0.514541269,1.8461820706137402,0.8517762764911764,-0.57586635,-1.072048755,2.1298461519384597,1,0,1,0,0,0,0,1,1
-1.19984729,-0.823828965,0.6905883816844632,0.6569291900610397,-1.412697382,0.11916423093765023,-1.077292167,-1.020140288,-0.311812806,-0.704280464,1,0,0,0,1,0,0,0,1
-1.124631186,-0.368926168,-1.513980933,1.969431670197835,1.504923863280784,-0.571642905,0.019775376,0.7100904815040914,-1.68139818,2.1298461519384597,0,1,0,1,0,0,0,0,1
0.37969089270328243,0.6318599850062238,1.2474882594947645,-0.692234823,0.37861446846526337,-0.917046473,0.9869209812872806,0.8932431796085952,-0.149319626,-0.704280464,0,0,0,0,1,0,0,0,1
0.5301231005888934,0.3589183068177902,0.340994871,-0.692234823,-1.359547748,-0.571642905,0.40596787169433457,-0.618614685,1.6323020267429502,-0.704280464,1,0,0,0,0,0,1,3,0
-0.071605731,-0.277945609,-0.585484231,-0.692234823,-0.0233188,1.8461820706137402,1.705843444983133,-0.336891149,-0.114499659,-0.704280464,1,0,1,0,0,0,0,1,1
-1.275063394,-0.641867847,1.437702430418786,-0.692234823,-0.593867734,0.8099713668080862,0.48763811738552454,-0.579411241,0.9068860444381583,-0.704280464,1,0,0,0,0,0,1,3,0
-0.297254043,-0.550887287,0.23481221839713046,-0.692234823,0.047415905,-0.226239337,0.2833506506242813,-0.18550906,1.5162354695741835,-0.704280464,1,0,0,0,0,0,0,3,0
-0.372470147,-0.550887287,-0.989041842,-0.692234823,-0.219032011,-1.262450041,1.3363751398254686,1.7217947298058065,-0.654209149,-0.704280464,1,0,0,0,1,0,0,0,1
1.1318519321313376,1.8146072571561027,0.081740432,-0.692234823,-0.824109554,-0.571642905,-0.102087214,-0.455340058,-1.669791525,2.1298461519384597,0,0,0,0,0,1,0,1,1
-1.425495602,-0.732848406,-0.951949779,-0.692234823,0.6546259439351672,-1.262450041,0.420630993,2.8277625831881537,1.0925925359081852,-0.704280464,1,0,0,1,0,0,0,3,0
-1.425495602,-0.641867847,1.3661460602774498,-0.101798055,0.2053096894358561,-0.226239337,1.0994953362369497,0.031891859,-1.43765841,-0.704280464,1,0,0,1,0,0,0,0,1
-1.275063394,-1.096770644,0.9601399683832812,-0.692234823,1.2901453095239241,-0.917046473,1.7939921894012236,1.721013329116703,0.8778694051459667,-0.704280464,0,0,0,0,0,0,0,3,1
0.37969089270328243,0.5408794256100793,-1.387597126,-0.692234823,-1.296909398,1.8461820706137402,-0.219753096,-0.900128578,-1.269361902,-0.704280464,1,0,0,0,0,1,0,1,0
-0.898982874,-0.550887287,1.3145879838549315,0.8460478565477687,-0.355779041,0.8099713668080862,-1.077292167,-0.834910208,0.9417060115887884,-0.704280464,1,0,1,0,0,0,0,3,0
-0.447686251,0.44989886621393477,-0.480087861,-0.692234823,0.9221276328575847,-0.917046473,-0.216668949,1.0578709638153283,-0.909555575,-0.704280464,0,1,0,0,1,0,0,1,1
1.2070680360741433,2.0875489353445364,0.11875543812328562,-0.692234823,0.5441008885292921,0.8099713668080862,1.9008695219897602,-0.06443007,-0.13771297,-0.704280464,0,1,1,0,0,0,0,1,1
1.2070680360741433,1.2687239007792355,0.3411065226619777,-0.692234823,-1.662498762,-1.262450041,-1.077292167,-0.872112504,1.6671219938935802,-0.704280464,1,0,0,0,0,1,0,3,0
1.5831485557881708,2.0875489353445364,-1.519505349,-0.692234823,-0.918420514,-0.226239337,1.8176631681750186,-0.241007567,-0.102893003,-0.704280464,0,1,0,0,0,0,0,1,1
